date,time,os,version,architecture,hostname
06/05/26,22:42:59,Windows,11,AMD64,naipan-sumatra
06/05/26,22:44:13,Windows,11,AMD64,naipan-sumatra
06/05/26,22:44:55,Windows,11,AMD64,naipan-sumatra
06/05/26,22:47:21,Windows,11,AMD64,naipan-sumatra
